formatted_text
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Red, Usage: Ethnic."
"A Women Apparel item. Type: Kurtas, Color: Maroon, Usage: Ethnic."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Personal Care item. Type: Body Lotion, Color: Yellow, Usage: Casual."
"A Women Apparel item. Type: Sweaters, Color: Purple, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Black, Usage: Ethnic."
"A Men Apparel item. Type: Shirts, Color: Orange, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: White, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Maroon, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Stoles, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Purple, Usage: Casual."
"A Men Accessories item. Type: Accessory Gift Set, Color: Purple, Usage: Formal."
"A Men Apparel item. Type: Tshirts, Color: Off White, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Bronze, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Socks, Color: Black, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Men Apparel item. Type: Shorts, Color: Blue, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Red, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Trunk, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Jackets, Color: Khaki, Usage: Casual."
"A Men Apparel item. Type: Jackets, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Purple, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Women Footwear item. Type: Casual Shoes, Color: Beige, Usage: Casual."
"A Men Apparel item. Type: Kurtas, Color: Rust, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Grey, Usage: Casual."
"A Women Personal Care item. Type: Lip Gloss, Color: Pink, Usage: nan."
"A Women Footwear item. Type: Sports Shoes, Color: Purple, Usage: Sports."
"A Women Apparel item. Type: Sarees, Color: Multi, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Sports."
"A Women Apparel item. Type: Shorts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Yellow, Usage: Formal."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Orange, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Footwear item. Type: Flip Flops, Color: Brown, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Unisex Accessories item. Type: Backpacks, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Silver, Usage: Sports."
"A Men Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Women Accessories item. Type: Watches, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Navy Blue, Usage: Casual."
"A Women Personal Care item. Type: Lip Gloss, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Olive, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Unisex Accessories item. Type: Caps, Color: Orange, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Blue, Usage: Sports."
"A Men Footwear item. Type: Sandals, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: White, Usage: Sports."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Casual."
"A Girls Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Pink, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Sandals, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Men Footwear item. Type: Flip Flops, Color: Navy Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Men Footwear item. Type: Formal Shoes, Color: Black, Usage: Formal."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Off White, Usage: Casual."
"A Unisex Footwear item. Type: Sandals, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Patiala, Color: Red, Usage: Ethnic."
"A Unisex Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Pendant, Color: Silver, Usage: Casual."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Red, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Footwear item. Type: Flip Flops, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Formal."
"A Women Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Navy Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Beige, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Sports."
"A Men Apparel item. Type: Sweaters, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Navy Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Silver, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Yellow, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Dresses, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Men Accessories item. Type: Watches, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Mufflers, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Cufflinks, Color: Red, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Boys Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Jeans, Color: Blue, Usage: Casual."
"A Unisex Accessories item. Type: Backpacks, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Black, Usage: Formal."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Watches, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Maroon, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Jeggings, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Sweatshirts, Color: Grey, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Formal."
"A Women Apparel item. Type: Tops, Color: White, Usage: Casual."
"A Men Apparel item. Type: Trunk, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Bra, Color: Skin, Usage: Casual."
"A Women Apparel item. Type: Sarees, Color: Beige, Usage: Ethnic."
"A Men Apparel item. Type: Trousers, Color: Brown, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: Brown, Usage: Ethnic."
"A Women Accessories item. Type: Handbags, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Jeans, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Girls Apparel item. Type: Tops, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: White, Usage: Ethnic."
"A Men Apparel item. Type: Jeans, Color: Navy Blue, Usage: Casual."
"A Women Personal Care item. Type: Kajal and Eyeliner, Color: Green, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Off White, Usage: Ethnic."
"A Women Personal Care item. Type: Face Moisturisers, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Maroon, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Tan, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: White, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Teal, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Formal."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Women Apparel item. Type: Shirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Accessories item. Type: Necklace and Chains, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Green, Usage: Ethnic."
"A Women Accessories item. Type: Watches, Color: White, Usage: Casual."
"A Men Accessories item. Type: Messenger Bag, Color: Brown, Usage: Casual."
"A Girls Apparel item. Type: Shorts, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Socks, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Briefs, Color: Blue, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Beige, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Navy Blue, Usage: Casual."
"A Unisex Accessories item. Type: Sunglasses, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Personal Care item. Type: Nail Polish, Color: Pink, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Formal."
"A Women Apparel item. Type: Camisoles, Color: Blue, Usage: Casual."
"A Unisex Accessories item. Type: Caps, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Shorts, Color: Pink, Usage: Casual."
"A Women Personal Care item. Type: Perfume and Body Mist, Color: White, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Blue, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: White, Usage: Ethnic."
"A Men Footwear item. Type: Casual Shoes, Color: Black, Usage: Casual."
"A Unisex Accessories item. Type: Laptop Bag, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Lounge Pants, Color: Black, Usage: Sports."
"A Men Apparel item. Type: Tshirts, Color: Red, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Navy Blue, Usage: Casual."
"A Unisex Accessories item. Type: Sunglasses, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Kurtas, Color: Blue, Usage: Ethnic."
"A Women Accessories item. Type: Handbags, Color: Lavender, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Green, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Pink, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Grey, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Blue, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Blue, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Blue, Usage: Formal."
"A Women Personal Care item. Type: Kajal and Eyeliner, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Accessory Gift Set, Color: Brown, Usage: Formal."
"A Men Personal Care item. Type: Perfume and Body Mist, Color: Silver, Usage: Casual."
"A Women Footwear item. Type: Sports Shoes, Color: Blue, Usage: Sports."
"A Women Accessories item. Type: Handbags, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Tshirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Green, Usage: Ethnic."
"A Unisex Accessories item. Type: Laptop Bag, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Sunglasses, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Flats, Color: Gold, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Grey, Usage: Formal."
"A Women Accessories item. Type: Earrings, Color: Silver, Usage: Casual."
"A Women Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Men Apparel item. Type: Kurtas, Color: Green, Usage: Ethnic."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Sports."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Skirts, Color: Cream, Usage: Casual."
"A Women Apparel item. Type: Tops, Color: Black, Usage: Casual."
"A Men Accessories item. Type: Wallets, Color: Brown, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Women Apparel item. Type: Tunics, Color: Black, Usage: Casual."
"A Unisex Footwear item. Type: Sports Shoes, Color: Green, Usage: Sports."
"A Women Accessories item. Type: Caps, Color: Blue, Usage: Casual."
"A Women Accessories item. Type: Earrings, Color: Silver, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Purple, Usage: Casual."
"A Men Footwear item. Type: Sports Shoes, Color: Blue, Usage: Sports."
"A Women Apparel item. Type: Tops, Color: Peach, Usage: Casual."
"A Unisex Footwear item. Type: Casual Shoes, Color: White, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: Black, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Red, Usage: Ethnic."
"A Men Footwear item. Type: Casual Shoes, Color: Brown, Usage: Casual."
"A Women Apparel item. Type: Briefs, Color: Orange, Usage: Casual."
"A Women Accessories item. Type: Handbags, Color: Beige, Usage: Casual."
"A Men Footwear item. Type: Casual Shoes, Color: Grey, Usage: Casual."
"A Men Accessories item. Type: Accessory Gift Set, Color: Maroon, Usage: Formal."
"A Men Accessories item. Type: Watches, Color: Silver, Usage: Casual."
"A Men Accessories item. Type: Belts, Color: Navy Blue, Usage: Casual."
"A Women Apparel item. Type: Kurtas, Color: Pink, Usage: Ethnic."
"A Men Apparel item. Type: Shirts, Color: Green, Usage: Casual."
"A Men Apparel item. Type: Tshirts, Color: Grey, Usage: Casual."
"A Men Apparel item. Type: Shirts, Color: White, Usage: Casual."
"A Men Apparel item. Type: Track Pants, Color: Black, Usage: Casual."
"A Women Footwear item. Type: Heels, Color: Gold, Usage: Casual."
"A Girls Apparel item. Type: Tops, Color: White, Usage: Casual."
